"Country Code","Country","Item Code","Item","Element Code","Element","Unit","Y1961","Y1961F","Y1962","Y1962F","Y1963","Y1963F","Y1964","Y1964F","Y1965","Y1965F","Y1966","Y1966F","Y1967","Y1967F","Y1968","Y1968F","Y1969","Y1969F","Y1970","Y1970F","Y1971","Y1971F","Y1972","Y1972F","Y1973","Y1973F","Y1974","Y1974F","Y1975","Y1975F","Y1976","Y1976F","Y1977","Y1977F","Y1978","Y1978F","Y1979","Y1979F","Y1980","Y1980F","Y1981","Y1981F","Y1982","Y1982F","Y1983","Y1983F","Y1984","Y1984F","Y1985","Y1985F","Y1986","Y1986F","Y1987","Y1987F","Y1988","Y1988F","Y1989","Y1989F","Y1990","Y1990F","Y1991","Y1991F","Y1992","Y1992F","Y1993","Y1993F","Y1994","Y1994F","Y1995","Y1995F","Y1996","Y1996F","Y1997","Y1997F","Y1998","Y1998F","Y1999","Y1999F","Y2000","Y2000F","Y2001","Y2001F","Y2002","Y2002F","Y2003","Y2003F","Y2004","Y2004F","Y2005","Y2005F","Y2006","Y2006F","Y2007","Y2007F","Y2008","Y2008F","Y2009","Y2009F","Y2010","Y2010F","Y2011","Y2011F","Y2012","Y2012F","Y2013","Y2013F"
"231","United States of America","221","Almonds, with shell","5312","Area harvested","Ha","36138.00","","37676.00","","39578.00","","41196.00","","47469.00","","47874.00","","50423.00","","54672.00","","60297.00","","68760.00","","76000.00","","80490.00","","86440.00","","93560.00","","100680.00","","104370.00","","111890.00","","124520.00","","131160.00","","132250.00","","132010.00","","137190.00","","145680.00","","154180.00","","165510.00","","168350.00","","168750.00","","169560.00","","166330.00","","166330.00","","163900.00","","162280.00","","167130.00","","175230.00","","169160.00","","173200.00","","181220.00","","188600.00","","196800.00","","202340.00","","214483.00","","220554.00","","222577.00","","230671.00","","234718.00","","234718.00","","259002.00","","275189.00","","291374.00","","291373.00","","307562.00","","315590.00","","339360.00",""
"231","United States of America","221","Almonds, with shell","5419","Yield","Hg/Ha","16668.60","Fc","11557.76","Fc","13684.12","Fc","16516.65","Fc","13931.83","Fc","16125.87","Fc","13781.41","Fc","12361.90","Fc","18355.14","Fc","16359.80","Fc","15995.13","Fc","14088.46","Fc","14063.28","Fc","18325.89","Fc","14416.87","Fc","20252.28","Fc","20188.40","Fc","10396.32","Fc","21005.72","Fc","18136.71","Fc","22980.15","Fc","18747.72","Fc","12355.85","Fc","28473.21","Fc","21267.60","Fc","11250.37","Fc","29629.63","Fc","26356.45","Fc","22317.08","Fc","30048.70","Fc","22647.96","Fc","25400.54","Fc","21767.49","Fc","30245.96","Fc","16315.91","Fc","22257.51","Fc","30294.67","Fc","20837.75","Fc","32063.01","Fc","26341.80","Fc","28402.16","Fc","36274.61","Fc","35325.39","Fc","34073.85","Fc","29969.20","Fc","36048.83","Fc","46829.75","Fc","51237.51","Fc","39886.88","Fc","48522.00","Fc","59876.94","Fc","57491.43","Fc","53464.52","Fc"
"231","United States of America","221","Almonds, with shell","5510","Production","tonnes","60237.00","","43545.00","","54159.00","","68042.00","","66133.00","","77201.00","","69490.00","","67585.00","","110676.00","","112490.00","","121563.00","","113398.00","","121563.00","","171457.00","","145149.00","","211373.00","","225888.00","","129455.00","","275511.00","","239858.00","","303361.00","","257200.00","","180000.00","","439000.00","","352000.00","","189400.00","","500000.00","","446900.00","","371200.00","","499800.00","","371200.00","","412200.00","","363800.00","","530000.00","","276000.00","","385500.00","","549000.00","","393000.00","","631000.00","","533000.00","","609178.00","","800051.00","","786262.00","","785985.00","","703431.00","","846131.00","","1212900.00","","1410000.00","","1162200.00","","1413800.00","","1841587.00","","1814372.00","","1814372.00",""
"231","United States of America","515","Apples","5312","Area harvested","Ha","184780.00","","182390.00","","182390.00","","182630.00","","175270.00","","170290.00","","166240.00","","163450.00","","162840.00","","162880.00","","162760.00","","163980.00","","161510.00","","160250.00","","160090.00","","163170.00","","163250.00","","163610.00","","164950.00","","166810.00","","167900.00","","169280.00","","171790.00","","171140.00","","174300.00","","179030.00","","183040.00","","187605.00","","194600.00","","191600.00","","180650.00","","184150.00","","186000.00","","185930.00","","187200.00","","189200.00","","189390.00","","189230.00","","186486.00","","173900.00","","169179.00","","159770.00","","158010.00","","155990.00","","153602.00","","152765.00","","142002.00","","141879.00","","140750.00","","138383.00","","133789.00","","132656.00","","131210.00",""
"231","United States of America","515","Apples","5419","Yield","Hg/Ha","139841.97","Fc","141509.95","Fc","143045.12","Fc","156929.31","Fc","158906.03","Fc","153462.51","Fc","147490.44","Fc","151143.04","Fc","189959.59","Fc","178163.86","Fc","177612.44","Fc","162615.26","Fc","175948.30","Fc","186239.38","Fc","213350.80","Fc","179918.18","Fc","187259.72","Fc","210615.49","Fc","223457.41","Fc","239793.78","Fc","209089.93","Fc","217631.14","Fc","221223.59","Fc","220620.54","Fc","205966.72","Fc","199117.47","Fc","266204.11","Fc","220676.42","Fc","232219.94","Fc","228601.25","Fc","243703.29","Fc","260304.10","Fc","260564.52","Fc","280567.96","Fc","256303.42","Fc","248890.06","Fc","247214.74","Fc","279158.11","Fc","258575.87","Fc","269234.04","Fc","252797.92","Fc","242000.63","Fc","249833.30","Fc","303594.85","Fc","287032.07","Fc","299062.61","Fc","290339.57","Fc","307980.11","Fc","312758.01","Fc","304560.46","Fc","319541.44","Fc","309827.75","Fc","311074.46","Fc"
"231","United States of America","515","Apples","5510","Production","tonnes","2584000.00","","2581000.00","","2609000.00","","2866000.00","","2785146.00","","2613313.00","","2451881.00","","2470433.00","","3093302.00","","2901933.00","","2890820.00","","2666565.00","","2841741.00","","2984486.00","","3415533.00","","2935725.00","","3057015.00","","3445880.00","","3685930.00","","4000000.00","","3510620.00","","3684060.00","","3800400.00","","3775700.00","","3590000.00","","3564800.00","","4872600.00","","4140000.00","","4519000.00","","4380000.00","","4402500.00","","4793500.00","","4846500.00","","5216600.00","","4798000.00","","4709000.00","","4682000.00","","5282509.00","","4822078.00","","4681980.00","","4276810.00","","3866444.00","","3947616.00","","4735776.00","","4408870.00","","4568630.00","","4122880.00","","4369591.00","","4402069.00","","4214599.00","","4275113.00","","4110051.00","","4081608.00","Im"
"231","United States of America","526","Apricots","5312","Area harvested","Ha","16070.00","","15540.00","","15580.00","","16030.00","","15460.00","","15180.00","","14930.00","","14770.00","","14730.00","","13760.00","","13030.00","","12460.00","","11860.00","","12060.00","","11980.00","","11490.00","","11410.00","","11290.00","","10040.00","","10040.00","","9430.00","","9100.00","","8820.00","","8460.00","","8093.00","","7930.00","","7770.00","","7770.00","","7580.00","","7420.00","","7580.00","","7904.00","","8420.00","","8615.00","","8575.00","","8730.00","","8660.00","","8650.00","","8248.00","","8248.00","","7863.00","","7017.00","","7220.00","","7017.00","","6410.00","","6289.00","","5119.00","","5038.00","","4998.00","","4917.00","","4917.00","","4917.00","","4340.00",""
"231","United States of America","526","Apricots","5419","Yield","Hg/Ha","107145.61","Fc","96730.37","Fc","115580.87","Fc","124560.20","Fc","132615.14","Fc","115638.34","Fc","89639.65","Fc","91688.56","Fc","140788.19","Fc","115375.73","Fc","129811.20","Fc","92905.30","Fc","120779.09","Fc","70370.65","Fc","138272.95","Fc","122062.66","Fc","117193.69","Fc","101408.33","Fc","130298.80","Fc","116563.75","Fc","86002.12","Fc","117835.16","Fc","95657.60","Fc","136394.80","Fc","146842.95","Fc","62547.29","Fc","133590.73","Fc","119047.62","Fc","143799.47","Fc","149710.24","Fc","114775.73","Fc","122120.45","Fc","104940.62","Fc","161323.27","Fc","64011.66","Fc","82405.50","Fc","145612.01","Fc","124278.61","Fc","99539.28","Fc","96568.87","Fc","95179.96","Fc","116355.99","Fc","122632.96","Fc","130705.43","Fc","115553.82","Fc","64445.86","Fc","156417.27","Fc","146953.16","Fc","124697.88","Fc","122471.02","Fc","122969.29","Fc","112176.12","Fc","127557.60","Fc"
"231","United States of America","526","Apricots","5510","Production","tonnes","172183.00","","150319.00","","180075.00","","199670.00","","205023.00","","175539.00","","133832.00","","135424.00","","207381.00","","158757.00","","169144.00","","115760.00","","143244.00","","84867.00","","165651.00","","140250.00","","133718.00","","114490.00","","130820.00","","117030.00","","81100.00","","107230.00","","84370.00","","115390.00","","118840.00","","49600.00","","103800.00","","92500.00","","109000.00","","111085.00","","87000.00","","96524.00","","88360.00","","138980.00","","54890.00","","71940.00","","126100.00","","107501.00","","82100.00","","79650.00","","74840.00","","81647.00","","88541.00","","91716.00","","74070.00","","40530.00","","80070.00","","74035.00","","62324.00","","60219.00","","60464.00","","55157.00","","55360.00",""
"231","United States of America","366","Artichokes","5312","Area harvested","Ha","3440.00","","3237.00","","3237.00","","3521.00","","3723.00","","3602.00","","3885.00","","3885.00","","4087.00","","4451.00","","4451.00","","4492.00","","4856.00","","4371.00","","4128.00","","4290.00","","4371.00","","4006.00","","3925.00","","3729.00","","3937.00","","4638.00","","4791.00","","5000.00","","4869.00","","5406.00","","4502.00","","4814.00","","4616.00","","4015.00","","3966.00","","3885.00","","3720.00","","3720.00","","3602.00","","3602.00","","3764.00","","3930.00","","3970.00","","3560.00","","3240.00","","3320.00","","2910.00","","3040.00","","3200.00","","3520.00","","3890.00","","3560.00","","3480.00","","2910.00","","2995.00","","2954.00","","2833.00",""
"231","United States of America","366","Artichokes","5419","Yield","Hg/Ha","67247.09","Fc","61655.85","Fc","67259.81","Fc","72913.94","Fc","78460.92","Fc","84119.93","Fc","85230.37","Fc","67250.97","Fc","72916.56","Fc","68380.14","Fc","80709.95","Fc","71694.12","Fc","56044.07","Fc","72848.32","Fc","80654.07","Fc","85219.11","Fc","73989.93","Fc","59443.33","Fc","100886.62","Fc","114411.37","Fc","146492.25","Fc","113702.03","Fc","84485.49","Fc","99660.00","Fc","124641.61","Fc","88246.39","Fc","122574.41","Fc","117440.80","Fc","127365.68","Fc","125895.39","Fc","137967.73","Fc","128906.05","Fc","123387.10","Fc","145833.33","Fc","103134.37","Fc","112076.62","Fc","112061.64","Fc","100763.36","Fc","128539.04","Fc","128932.58","Fc","140000.00","Fc","128825.30","Fc","157113.40","Fc","123092.11","Fc","123187.50","Fc","96761.36","Fc","123136.25","Fc","145758.43","Fc","140114.94","Fc","134673.54","Fc","151298.83","Fc","162610.02","Fc","151306.04","Fc"
"231","United States of America","366","Artichokes","5510","Production","tonnes","23133.00","","19958.00","","21772.00","","25673.00","","29211.00","","30300.00","","33112.00","","26127.00","","29801.00","","30436.00","","35924.00","","32205.00","","27215.00","","31842.00","","33294.00","","36559.00","","32341.00","","23813.00","","39598.00","","42664.00","","57674.00","","52735.00","","40477.00","","49830.00","","60688.00","","47706.00","","55183.00","","56536.00","","58792.00","","50547.00","","54718.00","","50080.00","","45900.00","","54250.00","","37149.00","","40370.00","","42180.00","","39600.00","","51030.00","","45900.00","","45360.00","","42770.00","","45720.00","","37420.00","","39420.00","","34060.00","","47900.00","","51890.00","","48760.00","","39190.00","","45314.00","","48035.00","","42865.00",""
"231","United States of America","367","Asparagus","5312","Area harvested","Ha","59751.00","","59071.00","","58747.00","","58569.00","","53106.00","","51844.00","","50957.00","","49112.00","","46680.00","","45429.00","","46202.00","","48185.00","","46692.00","","45522.00","","41520.00","","37473.00","","34722.00","","33925.00","","32642.00","","33569.00","","33180.00","","32700.00","F","33600.00","F","36394.00","","37009.00","","38920.00","","40400.00","","40840.00","","39870.00","","38280.00","","36140.00","","34850.00","","32840.00","","31060.00","","29275.00","","29768.00","","29960.00","","30120.00","","30710.00","","31323.00","","28389.00","","26710.00","","23472.00","","24888.00","","19951.00","","17483.00","","15621.00","","13030.00","","11820.00","","11330.00","","11048.00","","10239.00","","9915.00",""
"231","United States of America","367","Asparagus","5419","Yield","Hg/Ha","28027.15","Fc","28572.40","Fc","29000.29","Fc","27284.06","Fc","28015.29","Fc","29038.46","Fc","27131.50","Fc","29573.22","Fc","27353.47","Fc","27507.76","Fc","27400.76","Fc","27214.49","Fc","24723.51","Fc","25946.79","Fc","23389.69","Fc","27864.33","Fc","28491.45","Fc","24882.24","Fc","26555.05","Fc","22578.87","Fc","23404.16","Fc","22935.78","Fc","23005.95","Fc","23630.54","Fc","26179.31","Fc","25976.36","Fc","26351.49","Fc","26900.10","Fc","28384.75","Fc","28996.87","Fc","28187.60","Fc","30588.24","Fc","30429.35","Fc","32089.50","Fc","33407.34","Fc","30307.71","Fc","30674.23","Fc","29804.12","Fc","32139.37","Fc","32901.06","Fc","33201.59","Fc","31722.58","Fc","35615.63","Fc","37580.76","Fc","34875.95","Fc","29914.20","Fc","38416.23","Fc","33138.91","Fc","34500.85","Fc","31985.88","Fc","34487.69","Fc","33712.28","Fc","34860.31","Fc"
"231","United States of America","367","Asparagus","5510","Production","tonnes","167465.00","","168780.00","","170368.00","","159800.00","","148778.00","","150547.00","","138254.00","","145240.00","","127686.00","","124965.00","","126597.00","","131133.00","","115439.00","","118115.00","","97114.00","","104416.00","","98928.00","","84413.00","","86681.00","","75795.00","","77655.00","","75000.00","F","77300.00","F","86001.00","","96887.00","","101100.00","","106460.00","","109860.00","","113170.00","","111000.00","","101870.00","","106600.00","","99930.00","","99670.00","","97800.00","","90220.00","","91900.00","","89770.00","","98700.00","","103056.00","","94256.00","","84731.00","","83597.00","","93531.00","","69581.00","","52299.00","","60010.00","","43180.00","","40780.00","","36240.00","","38102.00","","34518.00","","34564.00",""
"231","United States of America","572","Avocados","5312","Area harvested","Ha","10480.00","","10640.00","","10930.00","","10840.00","","9750.00","","9670.00","","9750.00","","10000.00","","9510.00","","9630.00","","9910.00","","10200.00","","10840.00","","12140.00","","13310.00","","15460.00","","18010.00","","20720.00","","24040.00","","27150.00","","29540.00","","31560.00","","33590.00","","33990.00","","34480.00","","34920.00","","34840.00","","34960.00","","34760.00","","33790.00","","33350.00","","32990.00","","29520.00","","27200.00","","27160.00","","26630.00","","26730.00","","26560.00","","26358.00","","26395.00","","26155.00","","26568.00","","27074.00","","27790.00","","27357.00","","29070.00","","29684.00","","29473.00","","26819.00","","24253.00","","24261.00","","25000.00","F","26138.00",""
"231","United States of America","572","Avocados","5419","Yield","Hg/Ha","48990.46","Fc","44531.95","Fc","50849.95","Fc","31136.53","Fc","57108.72","Fc","57604.96","Fc","75282.05","Fc","47811.00","Fc","70787.59","Fc","43462.10","Fc","78900.10","Fc","40829.41","Fc","75049.82","Fc","55497.53","Fc","59915.85","Fc","83133.89","Fc","59286.51","Fc","63967.18","Fc","38602.33","Fc","89815.84","Fc","56137.44","Fc","68038.66","Fc","74001.19","Fc","61253.31","Fc","49593.97","Fc","78722.79","Fc","54420.21","Fc","50085.81","Fc","36277.33","Fc","41876.29","Fc","50314.84","Fc","80186.42","Fc","44160.57","Fc","58363.97","Fc","63460.97","Fc","64964.33","Fc","60332.96","Fc","54405.12","Fc","63088.25","Fc","82247.02","Fc","77449.82","Fc","68087.17","Fc","78206.77","Fc","58563.87","Fc","103595.06","Fc","84967.32","Fc","65051.88","Fc","35703.86","Fc","100978.04","Fc","65208.43","Fc","84675.82","Fc","95398.00","Fc","67038.79","Fc"
"231","United States of America","572","Avocados","5510","Production","tonnes","51342.00","","47382.00","","55579.00","","33752.00","","55681.00","","55704.00","","73400.00","","47811.00","","67319.00","","41854.00","","78190.00","","41646.00","","81354.00","","67374.00","","79748.00","","128525.00","","106775.00","","132540.00","","92800.00","","243850.00","","165830.00","","214730.00","","248570.00","","208200.00","","171000.00","","274900.00","","189600.00","","175100.00","","126100.00","","141500.00","","167800.00","","264535.00","","130362.00","","158750.00","","172360.00","","173000.00","","161270.00","","144500.00","","166288.00","","217091.00","","202570.00","","180894.00","","211737.00","","162749.00","","283405.00","","247000.00","","193100.00","","105230.00","","270813.00","","158150.00","","205432.00","","238495.00","","175226.00",""
"231","United States of America","486","Bananas","5312","Area harvested","Ha","380.00","","360.00","","308.00","","360.00","","384.00","","409.00","","409.00","","388.00","","376.00","","308.00","","293.00","","291.00","","267.00","","247.00","","255.00","","223.00","","223.00","","230.00","","250.00","","230.00","","260.00","","290.00","","350.00","","350.00","","340.00","","397.00","","433.00","","433.00","","405.00","","360.00","","360.00","","352.00","","336.00","","356.00","","356.00","","388.00","","384.00","","575.00","","575.00","","591.00","","603.00","","538.00","","546.00","","405.00","","397.00","","405.00","","526.00","","445.00","","445.00","","445.00","","405.00","","410.00","F","360.00",""
"231","United States of America","486","Bananas","5419","Yield","Hg/Ha","105447.37","Fc","97138.89","Fc","91980.52","Fc","114666.67","Fc","84583.33","Fc","97530.56","Fc","89779.95","Fc","75824.74","Fc","74441.49","Fc","82337.66","Fc","72764.51","Fc","79484.54","Fc","112097.38","Fc","121214.57","Fc","110274.51","Fc","101479.82","Fc","117982.06","Fc","112608.70","Fc","101600.00","Fc","90869.57","Fc","104615.38","Fc","90689.66","Fc","58285.71","Fc","115428.57","Fc","108823.53","Fc","110831.23","Fc","119399.54","Fc","138568.13","Fc","134320.99","Fc","142388.89","Fc","143638.89","Fc","154545.45","Fc","159226.19","Fc","175842.70","Fc","165730.34","Fc","152061.86","Fc","161718.75","Fc","165652.17","Fc","194052.17","Fc","222571.91","Fc","210630.18","Fc","168587.36","Fc","187747.25","Fc","185925.93","Fc","238790.93","Fc","190370.37","Fc","220760.46","Fc","177303.37","Fc","188539.33","Fc","181438.20","Fc","194888.89","Fc","195121.95","Fc","181250.00","Fc"
"231","United States of America","486","Bananas","5510","Production","tonnes","4007.00","","3497.00","","2833.00","","4128.00","","3248.00","","3989.00","","3672.00","","2942.00","","2799.00","","2536.00","","2132.00","","2313.00","","2993.00","","2994.00","","2812.00","","2263.00","","2631.00","","2590.00","","2540.00","","2090.00","","2720.00","","2630.00","","2040.00","","4040.00","","3700.00","","4400.00","","5170.00","","6000.00","","5440.00","","5126.00","","5171.00","","5440.00","","5350.00","","6260.00","","5900.00","","5900.00","","6210.00","","9525.00","","11158.00","","13154.00","","12701.00","","9070.00","","10251.00","","7530.00","","9480.00","","7710.00","","11612.00","","7890.00","","8390.00","","8074.00","","7893.00","","8000.00","F","6525.00",""
"231","United States of America","44","Barley","5312","Area harvested","Ha","5183000.00","","4944000.00","","4548000.00","","4160000.00","","3709944.00","","4148617.00","","3735924.00","","3939115.00","","3868013.00","","3930859.00","","4090141.00","","3904272.00","","4167435.00","","3209112.00","","3487128.00","","3415095.00","","3936727.00","","3742570.00","","3046000.00","","2938000.00","","3657500.00","","3647400.00","","3937900.00","","4540000.00","","4691000.00","","4846000.00","","4029500.00","","3090000.00","","3364000.00","","3047000.00","","3405000.00","","2948200.00","","2732900.00","","2698100.00","","2541000.00","","2714000.00","","2508000.00","","2373000.00","","1916000.00","","2104388.00","","1729240.00","","1668537.00","","1912970.00","","1627260.00","","1322930.00","","1194240.00","","1417224.00","","1529324.00","","1259800.00","","997560.00","","906100.00","","1312801.00","","1214058.00",""
"231","United States of America","44","Barley","5419","Yield","Hg/Ha","16488.52","Fc","18839.00","Fc","18808.27","Fc","20208.88","Fc","23070.58","Fc","20581.66","Fc","21785.30","Fc","23557.07","Fc","24039.46","Fc","23048.77","Fc","24617.37","Fc","23516.97","Fc","21808.07","Fc","20262.99","Fc","23673.11","Fc","24417.56","Fc","23658.52","Fc","26455.64","Fc","27390.02","Fc","26761.74","Fc","28186.74","Fc","30797.01","Fc","28101.27","Fc","28678.41","Fc","27392.88","Fc","27340.07","Fc","28177.94","Fc","20433.66","Fc","26159.33","Fc","30167.38","Fc","29688.69","Fc","33606.95","Fc","31709.91","Fc","30247.21","Fc","30791.03","Fc","31481.21","Fc","31240.03","Fc","32307.63","Fc","31852.82","Fc","32880.01","Fc","31265.87","Fc","29607.96","Fc","31672.10","Fc","37428.35","Fc","34872.59","Fc","32845.59","Fc","32278.03","Fc","34195.44","Fc","39286.95","Fc","39344.70","Fc","37431.96","Fc","36533.19","Fc","38570.93","Fc"
"231","United States of America","44","Barley","5510","Production","tonnes","8546000.00","","9314000.00","","8554000.00","","8406892.00","","8559056.00","","8538543.00","","8138822.00","","9279401.00","","9298494.00","","9060146.00","","10068853.00","","9181666.00","","9088373.00","","6502621.00","","8255115.00","","8338828.00","","9313713.00","","9901210.00","","8343000.00","","7862600.00","","10309300.00","","11232900.00","","11066000.00","","13020000.00","","12850000.00","","13249000.00","","11354300.00","","6314000.00","","8800000.00","","9192000.00","","10109000.00","","9908000.00","","8666000.00","","8161000.00","","7824000.00","","8544000.00","","7835000.00","","7666600.00","","6103000.00","","6919229.00","","5406619.00","","4940197.00","","6058777.00","","6090565.00","","4613400.00","","3922552.00","","4574520.00","","5229590.00","","4949370.00","","3924870.00","","3391710.00","","4796081.00","","4682735.00",""
"231","United States of America","44","Barley","5525","Seed","tonnes","501000.00","","457000.00","","392000.00","","348000.00","","370000.00","","348000.00","","370000.00","","348000.00","","348000.00","","392000.00","","370000.00","","392000.00","","309200.00","","341800.00","","341800.00","","396250.00","","365800.00","","296100.00","","302600.00","","346200.00","","346200.00","","374500.00","","424500.00","","465000.00","","463700.00","","389700.00","","341800.00","","326600.00","","293900.00","","314000.00","","281000.00","","285000.00","","257000.00","","241700.00","","256900.00","","241700.00","","217700.00","","195900.00","","217700.00","","178534.00","","181100.00","","188900.00","","161900.00","","139300.00","","124536.00","","143020.00","","152426.00","","128019.00","","108751.00","","104288.00","","130364.64","","140000.00","F","140000.00","F"
"231","United States of America","176","Beans, dry","5312","Area harvested","Ha","581120.00","","581930.00","","563719.00","","570194.00","","610257.00","","610287.00","","501399.00","","576264.00","","594475.00","","570194.00","","524465.00","","554816.00","","538912.00","","614223.00","","593301.00","","602690.00","","513903.00","","588580.00","","561600.00","","752300.00","","918600.00","","719100.00","","460930.00","","591000.00","","599500.00","","605000.00","","673800.00","","547500.00","","668100.00","","843500.00","","774460.00","","619140.00","","654800.00","","741000.00","","767400.00","","706500.00","","711750.00","","776070.00","","759600.00","","654181.00","","505863.00","","703715.00","","545077.00","","490606.00","","617800.00","","619823.00","","598617.00","","584860.00","","592061.00","","745720.00","","476233.00","","684081.00","","530665.00",""
"231","United States of America","176","Beans, dry","5419","Yield","Hg/Ha","15412.98","Fc","14049.27","Fc","16152.68","Fc","13885.61","Fc","12301.69","Fc","14835.09","Fc","13768.76","Fc","13723.47","Fc","14430.80","Fc","13840.92","Fc","13785.04","Fc","14702.01","Fc","13697.45","Fc","15013.24","Fc","13334.75","Fc","13423.53","Fc","14612.06","Fc","14592.24","Fc","16599.36","Fc","16115.91","Fc","16172.00","Fc","16124.32","Fc","15272.82","Fc","16171.24","Fc","16870.73","Fc","17213.22","Fc","17523.75","Fc","15950.68","Fc","16110.31","Fc","17415.53","Fc","19776.36","Fc","16571.37","Fc","15143.56","Fc","17719.30","Fc","18139.17","Fc","17919.32","Fc","18714.44","Fc","17778.04","Fc","19756.45","Fc","18404.23","Fc","17583.71","Fc","19538.15","Fc","18716.99","Fc","16404.39","Fc","19512.25","Fc","17676.85","Fc","19387.37","Fc","19821.67","Fc","19428.91","Fc","19343.32","Fc","18944.42","Fc","21168.47","Fc","20929.74","Fc"
"231","United States of America","176","Beans, dry","5510","Production","tonnes","895679.00","","817569.00","","910557.00","","791749.00","","750719.00","","905366.00","","690364.00","","790834.00","","857875.00","","789201.00","","722977.00","","815691.00","","738172.00","","922148.00","","791152.00","","809023.00","","750918.00","","858870.00","","932220.00","","1212400.00","","1485560.00","","1159500.00","","703970.00","","955720.00","","1011400.00","","1041400.00","","1180750.00","","873300.00","","1076330.00","","1469000.00","","1531600.00","","1026000.00","","991600.00","","1313000.00","","1392000.00","","1266000.00","","1332000.00","","1379700.00","","1500700.00","","1203970.00","","889495.00","","1374929.00","","1020220.00","","804809.00","","1205467.00","","1095652.00","","1160561.00","","1159290.00","","1150310.00","","1442470.00","","902196.00","","1448095.00","","1110668.00",""
"231","United States of America","176","Beans, dry","5525","Seed","tonnes","34000.00","","32000.00","","34000.00","","36000.00","","37000.00","","36287.00","","31298.00","","34926.00","","35380.00","","35380.00","","32205.00","","34926.00","","33566.00","","39009.00","","34019.00","","34927.00","","37648.00","","35834.00","","48081.00","","60328.00","","56699.00","","51255.00","","39915.00","","38100.00","","38100.00","","40822.00","","44905.00","","37647.00","","47173.00","","59873.00","","44000.00","F","33000.00","F","35500.00","F","36500.00","F","32500.00","F","33000.00","F","35500.00","F","35000.00","F","35800.00","F","30800.00","F","39000.00","F","30500.00","F","30000.00","F","35000.00","F","33000.00","F","33000.00","F","33000.00","F","33000.00","F","33000.00","F","33000.00","F","47000.00","F","37000.00","F","35000.00","F"
"231","United States of America","414","Beans, green","5312","Area harvested","Ha","47174.00","","43556.00","","35025.00","","36081.00","","38797.00","","43766.00","","43790.00","","46623.00","","37710.00","","32629.00","","32832.00","","34183.00","","35422.00","","33872.00","","35167.00","","23552.00","","28328.00","","27576.00","","26455.00","","20566.00","","20234.00","","20300.00","F","20700.00","F","19000.00","F","20000.00","F","21000.00","F","20000.00","F","18500.00","F","16900.00","F","14500.00","F","14410.00","Im","12660.00","","15010.00","","19140.00","","21160.00","","20560.00","","22030.00","","21300.00","","23420.00","","22590.00","","23590.00","","20800.00","","18530.00","","16840.00","","15870.00","","17420.00","","15920.00","","15490.00","","14060.00","","17170.00","","12189.00","","13355.00","","11477.00",""
"231","United States of America","414","Beans, green","5419","Yield","Hg/Ha","48339.76","Fc","49197.58","Fc","48797.14","Fc","40138.30","Fc","48647.83","Fc","46192.25","Fc","50913.22","Fc","47389.49","Fc","50495.09","Fc","47265.01","Fc","48022.66","Fc","51432.29","Fc","53449.27","Fc","51235.24","Fc","52805.19","Fc","47184.95","Fc","52039.68","Fc","54379.90","Fc","61155.93","Fc","54053.29","Fc","58284.57","Fc","58128.08","Fc","55072.46","Fc","57894.74","Fc","58000.00","Fc","58095.24","Fc","58000.00","Fc","58918.92","Fc","60946.75","Fc","63448.28","Fc","62456.63","Fc","57314.38","Fc","56995.34","Fc","61076.28","Fc","61323.25","Fc","66230.54","Fc","65946.44","Fc","65154.93","Fc","56310.85","Fc","53643.20","Fc","59423.48","Fc","57173.08","Fc","58920.67","Fc","57695.96","Fc","61172.02","Fc","55453.50","Fc","30257.54","Fc","28786.31","Fc","30988.62","Fc","32877.11","Fc","31765.53","Fc","41365.03","Fc","37442.71","Fc"
"231","United States of America","414","Beans, green","5510","Production","tonnes","228038.00","","214285.00","","170912.00","","144823.00","","188739.00","","202165.00","","222949.00","","220944.00","","190417.00","","154221.00","","157668.00","","175811.00","","189328.00","","173544.00","","185700.00","","111130.00","","147418.00","","149958.00","","161788.00","","111166.00","","117933.00","","118000.00","F","114000.00","F","110000.00","F","116000.00","F","122000.00","F","116000.00","F","109000.00","F","103000.00","F","92000.00","F","90000.00","F","72560.00","","85550.00","","116900.00","","129760.00","","136170.00","","145280.00","","138780.00","","131880.00","","121180.00","","140180.00","","118920.00","","109180.00","","97160.00","","97080.00","","96600.00","","48170.00","","44590.00","","43570.00","","56450.00","","38719.00","","55243.00","","42973.00",""
"231","United States of America","558","Berries nes","5312","Area harvested","Ha","2130.00","","2230.00","","2210.00","","2320.00","","2620.00","","2440.00","","2930.00","","2840.00","","2770.00","","2700.00","","2530.00","","2390.00","","1600.00","","2360.00","","1860.00","","1570.00","","1620.00","","1790.00","","1580.00","","2050.00","","1870.00","","1880.00","","1840.00","","1850.00","","1930.00","","1950.00","","2540.00","","2260.00","","2400.00","","2410.00","","1640.00","","2350.00","","2340.00","","2560.00","","2610.00","","2660.00","","2920.00","","2925.00","","3088.00","","3209.00","","3063.00","","3108.00","","3023.00","","2999.00","","3023.00","","3100.00","","3055.00","","3035.00","","3035.00","","3000.00","F","2973.00","Im","3000.00","F","3132.00","Im"
